action_label,network_generation,network_latency_ms,packet_loss_pct,network_jitter_ms,gateway_latency_ms,gateway_failure_rate_pct,gateway_timeout_rate_pct,bank_latency_ms,bank_failure_rate_pct,bank_timeout_rate_pct,total_latency_ms,transaction_age_ms,retry_count,order_amount_inr,error_code_category,is_timeout_flag,true_network_degradation,true_gateway_degradation,true_bank_degradation
2,2G/EDGE,511.93,2.1594,37.86,611.51,0.3452,0.4525,203.69,0.1658,1.2722,1327.13,382.28,2,44142.45,0,1,52.14,63.14,5.44
1,5G,35.82,0.0644,4.13,86.04,0.1797,0.2093,647.51,1.038,1.8504,769.37,7369.19,0,42924.17,3,0,1.93,17.2,51.88
3,5G,492.58,3.7069,41.59,94.64,0.1749,0.1993,312.62,0.1844,1.1525,899.84,458.4,0,35650.18,1,0,61.35,16.58,9.43
2,2G/EDGE,468.21,1.3712,25.71,713.7,0.3366,0.4545,303.22,0.2773,1.6264,1485.13,1347.21,0,18482.05,0,1,41.37,66.53,17.72
1,Wi-Fi 6/7,49.39,0.3285,4.65,98.86,0.1655,0.2894,537.69,1.1671,2.2002,685.94,5009.65,1,340.74,3,1,4.46,21.74,53.94
3,4G/LTE,590.12,4.1922,32.71,90.87,0.1235,0.1801,349.49,0.1914,1.0752,1030.48,6108.67,3,5743.63,1,1,67.46,11.81,10.23
1,4G/LTE,83.68,0.4026,14.12,104.08,0.147,0.1749,822.4,1.1241,2.2995,1010.16,6050.48,2,32922.58,3,1,9.62,13.55,68.9
2,5G,22.31,0.1091,3.32,960.53,0.3339,0.3077,269.15,0.2215,1.7557,1251.99,2148.96,1,2900.09,2,0,1.17,66.43,16.96
2,2G/EDGE,448.03,1.6409,18.16,525.15,0.2199,0.4991,295.28,0.2957,1.4301,1268.46,3743.6,1,26810.23,2,1,39.64,54.46,14.71
2,4G/LTE,56.16,0.7692,11.2,1143.86,0.4542,0.3244,224.25,0.2221,1.5261,1424.27,7117.52,0,8656.11,2,0,9.37,82.37,11.28
3,5G,566.53,2.8264,40.35,106.9,0.1676,0.137,244.13,0.149,1.2773,917.56,7314.73,0,27692.69,1,1,60.06,12.66,7.24
2,5G,12.64,0.4945,3.0,599.93,0.3264,0.3008,250.29,0.1579,1.3622,862.86,3986.51,1,18595.55,0,0,3.25,51.97,8.98
1,4G/LTE,61.43,0.462,7.94,90.37,0.1722,0.2639,935.68,0.7962,1.9497,1087.48,6609.36,1,43754.76,3,0,6.91,20.28,63.46
3,2G/EDGE,730.78,5.8979,76.28,61.35,0.0919,0.1598,319.87,0.2663,1.0411,1112.0,4383.86,3,40904.58,1,1,91.81,7.33,9.58
3,3G,673.12,4.4928,65.45,101.54,0.1178,0.2542,201.9,0.1315,1.6815,976.56,5987.94,0,29007.28,1,1,83.5,16.47,10.88
3,2G/EDGE,1033.23,7.2215,47.22,134.11,0.1483,0.253,389.13,0.2716,1.3739,1556.47,2786.42,1,37313.55,0,1,92.92,19.64,18.13
2,4G/LTE,107.84,0.9896,8.46,481.2,0.4242,0.3044,374.3,0.2445,1.2949,963.34,1138.97,2,39092.34,2,0,12.95,54.27,15.72
3,Wi-Fi 6/7,562.09,3.1723,42.35,133.95,0.152,0.1008,316.72,0.2401,1.2357,1012.76,5918.62,0,49765.51,1,1,62.45,10.37,11.87
3,3G,525.83,3.6181,35.83,128.38,0.1018,0.1595,343.94,0.1631,1.3692,998.15,4075.18,1,39920.47,1,1,61.13,10.49,13.86
2,4G/LTE,119.0,0.9122,3.86,426.15,0.3599,0.4004,282.86,0.2072,1.2342,828.01,5579.18,0,48366.93,2,1,11.83,53.92,9.57
2,Wi-Fi 6/7,32.5,0.1275,3.45,589.0,0.2438,0.4329,358.5,0.2682,1.0176,980.0,7833.97,0,39288.43,2,1,1.91,54.31,11.19
3,Wi-Fi 6/7,242.59,4.101,38.42,138.83,0.115,0.1635,228.62,0.114,1.7053,610.04,7079.14,1,33131.63,0,0,48.11,12.01,12.26
1,5G,26.21,0.046,6.69,97.96,0.0854,0.2789,732.31,1.2675,2.1471,856.48,6907.2,0,9825.89,0,1,1.98,15.71,64.67
2,Wi-Fi 6/7,33.27,0.2707,5.26,472.37,0.3859,0.4127,278.33,0.2909,1.2851,783.97,7711.58,2,17155.37,0,1,3.34,58.15,11.6
1,4G/LTE,99.12,0.1179,10.64,54.93,0.1957,0.2798,778.45,0.8322,2.5204,932.5,6233.86,1,28601.65,3,1,7.83,21.51,64.8
2,Wi-Fi 6/7,21.24,0.2146,2.37,875.76,0.3523,0.3671,355.87,0.1224,1.379,1252.87,6268.46,1,42755.45,2,1,1.47,68.19,13.88
2,5G,13.29,0.0929,5.61,498.61,0.294,0.4492,264.24,0.1766,1.4446,776.14,2422.47,1,17754.53,2,1,1.59,55.29,11.25
2,5G,37.26,0.2747,6.1,431.46,0.4996,0.3396,247.12,0.1668,1.3976,715.84,1658.23,1,18457.76,2,0,3.83,59.63,9.51
3,Wi-Fi 6/7,687.41,4.0793,33.05,119.36,0.0652,0.1967,211.2,0.1906,1.1962,1017.97,5790.16,0,13204.97,1,1,72.61,10.03,5.12
3,4G/LTE,401.41,2.3388,60.79,72.67,0.0979,0.2921,243.42,0.1248,1.7247,717.5,5258.73,1,20262.8,1,0,53.27,16.42,13.48
3,5G,409.15,3.7681,17.66,41.68,0.0776,0.1271,345.6,0.2207,1.0659,796.43,6162.21,0,7351.96,0,0,49.97,3.6,10.42
1,5G,46.87,0.3877,5.64,61.58,0.1106,0.2552,804.14,0.95,2.0705,912.59,4966.89,0,39021.32,3,1,4.95,14.55,61.44
2,Wi-Fi 6/7,35.69,0.3969,3.63,315.99,0.2714,0.3949,303.64,0.2869,1.0725,655.32,4196.58,0,34405.71,2,1,3.77,43.54,9.61
1,4G/LTE,116.93,0.1833,10.05,60.1,0.1685,0.2567,641.98,1.1904,2.9828,819.01,7665.54,0,5323.5,3,1,9.1,18.45,71.31
3,4G/LTE,632.7,3.3852,53.11,70.74,0.1834,0.2273,206.71,0.2261,1.5466,910.15,6983.19,0,1858.29,1,1,70.96,18.0,10.79
1,5G,56.17,0.0567,4.15,73.75,0.1806,0.1167,555.6,1.094,2.3305,685.52,3338.21,1,8110.3,3,1,3.08,11.02,55.49
3,3G,744.39,2.5382,74.9,50.01,0.1207,0.2901,231.65,0.1384,1.1873,1026.05,6777.48,3,25286.14,1,1,77.84,16.97,5.08
2,5G,48.48,0.4566,2.6,764.77,0.3655,0.4195,256.41,0.2366,1.568,1069.66,3715.97,1,37460.08,0,1,4.59,68.18,13.78
2,5G,49.21,0.3856,3.83,1058.04,0.2063,0.4765,322.78,0.2604,1.402,1430.03,3048.06,1,37707.91,0,1,4.55,72.13,15.03
2,3G,239.75,1.5423,16.77,565.33,0.402,0.3374,231.63,0.2216,1.5436,1036.71,555.36,0,45056.28,0,0,26.4,58.0,11.91
2,5G,11.79,0.1341,5.6,306.98,0.4164,0.3674,290.7,0.1967,1.1555,609.47,301.25,1,6470.09,2,1,1.83,51.15,8.59
3,4G/LTE,609.23,3.7896,62.52,59.53,0.0697,0.256,248.11,0.1018,1.239,916.87,2368.46,0,12588.23,1,1,74.69,11.8,6.02
1,4G/LTE,50.71,0.9098,13.43,63.77,0.0622,0.2254,542.38,0.8067,2.6236,656.86,6903.43,0,10813.33,3,1,10.53,9.54,54.09
3,Wi-Fi 6/7,383.67,4.5352,41.56,73.41,0.0852,0.2495,292.3,0.2433,1.4768,749.38,449.92,1,21843.8,1,0,59.91,12.94,14.33
1,Wi-Fi 6/7,40.5,0.2799,4.28,50.61,0.1851,0.2762,941.18,1.0581,2.9615,1032.29,5238.2,1,31834.49,3,1,3.54,20.42,83.59
2,Wi-Fi 6/7,37.14,0.037,2.88,551.42,0.4094,0.4827,355.65,0.1526,1.4321,944.21,419.57,3,23324.92,2,1,1.48,67.06,15.2
2,4G/LTE,49.89,0.1321,7.51,560.56,0.3255,0.4542,263.23,0.2433,1.3336,873.68,1930.28,0,24898.87,2,1,4.13,60.03,10.72
3,4G/LTE,733.23,3.2125,43.98,43.18,0.0817,0.1515,218.22,0.206,1.5103,994.63,2958.14,0,36451.36,0,1,73.22,5.45,10.46
2,4G/LTE,29.83,0.8936,8.48,280.97,0.218,0.4834,266.2,0.1387,1.0984,577.0,6237.11,1,1082.65,2,1,7.79,44.2,5.48
2,4G/LTE,107.66,0.2648,7.61,861.49,0.3261,0.311,374.54,0.1148,1.3712,1343.69,2581.75,0,13619.05,2,0,8.35,62.4,14.56
3,4G/LTE,506.34,2.7087,29.31,106.15,0.113,0.1842,217.64,0.2366,1.0871,830.13,6697.19,2,10527.42,1,1,52.66,11.94,4.63
3,4G/LTE,399.4,1.6223,40.98,68.86,0.1568,0.1512,388.84,0.2485,1.0957,857.1,3066.64,0,2496.57,0,0,43.19,11.4,13.53
3,Wi-Fi 6/7,276.74,1.863,22.72,84.52,0.0628,0.1745,370.21,0.1782,1.3484,731.47,2720.61,0,38090.19,1,0,32.2,7.18,15.13
1,5G,5.84,0.1211,7.8,120.86,0.135,0.1474,628.49,0.7175,2.9924,755.19,5772.45,0,27027.67,0,1,2.38,11.66,62.34
2,5G,31.58,0.4199,4.0,366.12,0.2754,0.3825,323.95,0.1909,1.6333,721.65,2938.61,1,17998.79,2,1,3.77,44.91,17.32
1,2G/EDGE,304.78,1.6731,34.98,130.47,0.1088,0.2126,1147.22,0.7458,2.0978,1582.47,5047.38,2,15448.76,0,1,36.21,14.35,73.0
3,4G/LTE,519.51,1.9743,35.26,51.2,0.1753,0.1996,370.93,0.1851,1.3135,941.64,4041.51,1,23127.14,1,1,50.73,15.0,14.77
1,5G,8.04,0.2737,1.49,133.4,0.165,0.2316,1155.09,1.2712,2.9096,1296.53,1201.4,1,6387.3,3,1,1.64,19.39,94.56
1,5G,14.25,0.261,4.41,102.51,0.1919,0.216,454.14,0.8499,1.839,570.9,5869.64,0,41812.14,3,0,2.25,19.05,38.68
3,Wi-Fi 6/7,767.75,4.0756,50.38,94.52,0.1335,0.2619,398.63,0.1367,1.703,1260.9,3215.96,0,5231.9,1,1,82.26,17.73,21.13
3,4G/LTE,732.43,2.3706,27.83,90.0,0.1765,0.1275,369.77,0.2426,1.4472,1192.2,3529.84,2,23748.52,1,1,63.51,12.03,17.74
1,5G,48.76,0.1765,3.71,121.62,0.0834,0.1238,857.3,1.2711,1.8681,1027.68,2136.99,2,43642.89,3,0,3.24,6.77,66.8
3,2G/EDGE,1112.16,5.3199,71.8,60.62,0.1753,0.2602,323.93,0.2358,1.1716,1496.71,5678.89,0,24065.18,0,1,99.94,19.14,11.2
2,Wi-Fi 6/7,28.01,0.086,5.73,561.57,0.3286,0.4541,379.56,0.1365,1.237,969.14,6895.6,3,14008.31,0,1,2.05,60.26,13.18
3,Wi-Fi 6/7,289.65,3.105,32.64,110.75,0.1716,0.1989,335.36,0.2831,1.6953,735.76,6528.94,1,13973.63,1,0,43.25,16.94,20.47
3,5G,828.7,4.3171,64.5,52.1,0.1857,0.2898,246.31,0.2015,1.3164,1127.11,1468.63,2,42401.19,1,1,91.33,21.36,8.87
2,5G,13.57,0.1478,2.45,1007.93,0.4797,0.4195,227.61,0.2351,1.1612,1249.11,4224.06,0,1088.03,2,1,1.02,84.91,6.21
2,Wi-Fi 6/7,30.59,0.3883,3.88,310.52,0.2288,0.3474,312.95,0.266,1.427,654.06,5271.07,1,10779.66,2,0,3.49,37.53,15.02
3,5G,446.74,3.4053,50.06,95.61,0.0522,0.1773,309.92,0.2937,1.3553,852.27,7406.69,1,47809.37,1,0,59.27,7.06,14.28
3,3G,499.06,3.6498,66.62,126.0,0.1319,0.2367,219.54,0.1365,1.4406,844.6,455.81,0,5237.13,0,0,68.54,17.23,8.24
1,Wi-Fi 6/7,32.27,0.2405,1.26,114.83,0.1217,0.2442,697.99,0.8133,1.9926,845.09,1251.55,1,16747.02,3,0,2.16,16.6,52.53
1,4G/LTE,80.44,0.3376,5.4,94.26,0.116,0.178,585.88,0.971,2.2941,760.58,2116.44,0,49812.29,0,1,6.55,11.31,54.26
2,3G,269.7,0.7223,11.82,1014.48,0.4588,0.3239,316.51,0.2356,1.0932,1600.69,545.93,0,8642.2,2,0,21.83,77.79,9.64
3,3G,774.86,3.4331,76.58,61.94,0.1239,0.2927,266.72,0.1334,1.3258,1103.52,6062.74,3,42847.05,0,1,85.0,17.79,8.82
3,3G,384.75,3.0804,28.23,90.8,0.0749,0.1616,271.56,0.1455,1.3825,747.11,5744.45,0,25592.31,0,0,47.43,7.41,10.13
3,4G/LTE,585.68,2.4884,55.91,78.23,0.1806,0.1491,295.13,0.2176,1.396,959.04,1414.75,2,25529.25,1,1,63.61,13.21,12.8
1,Wi-Fi 6/7,38.28,0.1861,1.32,51.59,0.1719,0.2891,710.82,0.8709,1.9227,800.69,3910.61,2,11346.55,3,0,2.19,20.38,53.15
1,4G/LTE,23.69,0.6291,9.03,45.15,0.0918,0.2817,645.91,1.4885,2.0905,714.75,6164.47,0,36424.41,3,1,6.0,14.34,63.45
1,4G/LTE,65.29,0.0528,7.19,47.14,0.1616,0.2122,920.24,0.7026,2.2003,1032.67,7291.0,0,27077.95,3,1,4.46,14.72,64.78
2,2G/EDGE,847.45,3.1542,36.59,316.92,0.4795,0.4497,361.52,0.2168,1.5048,1525.89,7307.32,1,20916.12,0,1,77.48,60.87,17.73
1,5G,17.83,0.3164,6.23,61.87,0.059,0.1262,610.63,1.2873,2.2096,690.33,7452.22,0,23293.58,3,1,3.11,3.06,59.88
3,3G,700.64,1.8001,27.57,139.72,0.1353,0.2397,375.79,0.1005,1.6432,1216.15,2862.23,0,27679.64,1,1,58.14,18.16,18.45
2,3G,236.75,1.8707,17.65,1032.26,0.232,0.4519,353.66,0.1264,1.3772,1622.67,3357.07,1,10953.97,0,1,28.45,71.34,13.81
1,Wi-Fi 6/7,43.86,0.0858,3.97,100.27,0.1705,0.2514,600.4,1.1588,2.7168,744.53,2118.79,2,37698.43,3,1,2.48,19.76,64.68
3,Wi-Fi 6/7,453.36,3.7558,28.48,82.85,0.0507,0.2341,263.89,0.2917,1.3671,800.1,1642.41,2,799.37,1,0,55.59,10.03,12.12
1,5G,16.5,0.1737,5.65,96.11,0.1191,0.2799,605.16,1.1926,2.8447,717.77,5877.07,2,6844.52,3,1,2.09,17.95,67.44
1,4G/LTE,97.48,0.7528,9.46,48.73,0.1889,0.1911,860.6,0.8686,2.8043,1006.81,1737.47,1,36541.48,3,1,11.21,15.28,73.82
1,4G/LTE,110.34,0.8911,12.12,80.09,0.1056,0.2433,605.44,1.1946,2.8822,795.87,2911.62,1,34316.17,0,1,13.55,14.17,68.05
3,4G/LTE,441.92,1.4946,40.53,101.36,0.08,0.289,314.84,0.3,1.0344,858.12,2274.43,1,5291.67,1,0,44.79,16.11,9.83
2,5G,39.87,0.2559,6.83,800.19,0.3213,0.3877,204.5,0.2061,1.0284,1044.56,1352.62,0,45379.58,2,1,4.08,64.58,2.55
2,4G/LTE,57.44,0.1695,9.86,1064.67,0.3462,0.4104,373.35,0.2548,1.5262,1495.46,3459.67,2,31391.89,2,1,5.47,77.57,19.32
3,Wi-Fi 6/7,445.05,3.1773,31.61,101.07,0.0694,0.2602,262.16,0.1609,1.5836,808.28,5921.37,0,46028.61,1,0,52.53,13.6,12.95
3,4G/LTE,524.84,1.2045,44.55,118.47,0.1565,0.2077,238.45,0.2179,1.5414,881.76,6118.28,1,19773.77,1,1,49.08,16.77,12.15
2,4G/LTE,35.06,0.4539,7.41,666.35,0.2984,0.3625,279.59,0.2745,1.5302,981.0,3402.61,0,44232.28,2,1,5.15,56.45,15.05
2,4G/LTE,83.21,0.6688,10.93,463.79,0.4793,0.4657,362.25,0.1009,1.5487,909.25,7751.63,1,28256.91,0,1,10.28,67.37,16.36
2,5G,45.38,0.3841,1.58,640.7,0.4719,0.3354,371.01,0.1871,1.2579,1057.09,4369.53,0,47008.01,0,0,3.8,65.37,13.97
2,2G/EDGE,433.43,2.0546,39.01,849.27,0.235,0.3441,301.09,0.2407,1.2763,1583.79,7539.5,0,35942.38,2,0,47.22,57.94,11.71
1,2G/EDGE,662.69,1.8311,36.56,68.35,0.153,0.2348,582.37,0.9314,2.7708,1313.41,3819.08,1,30232.76,3,1,58.67,16.35,60.53
3,2G/EDGE,1191.91,6.2986,56.49,88.74,0.0519,0.1936,253.92,0.1434,1.7795,1534.57,7172.3,0,11510.92,1,1,95.57,7.8,15.16
1,2G/EDGE,583.04,1.7832,38.41,113.75,0.135,0.2336,824.17,1.0941,2.5612,1520.96,1393.67,1,22998.47,0,1,54.22,16.78,72.38
2,4G/LTE,76.8,0.8708,7.45,593.96,0.3802,0.3312,286.57,0.2133,1.4082,957.33,5400.47,1,3228.61,2,0,10.12,57.24,12.47
3,Wi-Fi 6/7,725.29,3.7658,20.57,45.45,0.1369,0.1747,247.21,0.164,1.7672,1017.95,3086.12,1,8085.26,1,1,69.39,10.67,15.01
3,5G,401.25,4.0416,41.35,128.27,0.0889,0.206,273.11,0.2371,1.4295,802.63,3666.35,2,25420.77,1,0,57.92,12.53,12.55
2,5G,14.6,0.0224,4.54,744.97,0.4827,0.3789,322.23,0.2089,1.4528,1081.8,5969.79,2,4547.37,2,1,0.86,72.71,14.85
1,4G/LTE,38.15,0.0633,12.26,127.5,0.1421,0.1376,947.8,0.8979,2.678,1113.45,2593.42,1,3606.78,3,1,4.38,11.77,76.81
3,4G/LTE,609.48,1.1701,47.14,77.27,0.1429,0.2075,211.24,0.2813,1.7203,897.99,1327.48,0,42240.58,0,1,54.59,14.31,14.6
3,4G/LTE,470.96,1.3512,49.87,74.34,0.0704,0.2521,291.36,0.1349,1.488,836.66,5115.18,0,230.01,1,0,48.31,12.15,12.51
2,4G/LTE,74.48,0.5334,7.81,664.04,0.4563,0.3336,395.91,0.2501,1.2929,1134.43,1881.18,0,29372.4,2,0,8.07,65.09,16.87
1,Wi-Fi 6/7,37.45,0.0421,4.35,104.69,0.0828,0.2517,472.4,1.475,2.7019,614.54,2930.89,0,38342.54,0,1,1.95,14.09,63.7
3,3G,686.64,5.0677,69.24,125.16,0.0802,0.2809,398.19,0.2132,1.6081,1209.99,7938.65,1,23729.22,1,1,88.43,16.51,21.05
3,Wi-Fi 6/7,320.61,3.2856,47.34,124.48,0.063,0.1588,338.12,0.1045,1.2166,783.21,7024.02,3,20778.91,1,0,50.35,7.71,10.24
3,2G/EDGE,1351.24,8.3076,96.55,125.04,0.1477,0.1157,359.81,0.244,1.6764,1836.09,7956.67,0,468.73,1,1,100.0,10.68,20.71
1,3G,156.23,1.9515,24.61,73.15,0.1946,0.16,989.52,0.983,2.0349,1218.9,1949.22,3,5473.27,3,1,26.18,14.63,70.77
1,5G,23.83,0.3616,1.99,85.75,0.0775,0.1673,872.65,1.0968,1.9104,982.23,6992.89,3,18477.61,3,0,2.39,7.76,65.09
3,3G,445.97,3.6429,73.19,135.66,0.1379,0.2038,287.09,0.1912,1.4541,868.72,3583.1,0,33905.72,1,0,66.91,15.93,12.79
2,Wi-Fi 6/7,31.39,0.1708,2.57,770.95,0.2413,0.4391,272.09,0.2033,1.2925,1074.43,7049.46,0,29129.54,0,1,1.86,61.36,9.84
3,4G/LTE,233.07,2.9542,48.41,107.81,0.0706,0.1245,232.78,0.2129,1.2078,573.66,4196.55,1,1465.74,1,0,43.52,5.45,6.77
2,4G/LTE,22.57,0.0548,6.77,687.34,0.3775,0.3667,311.62,0.2236,1.209,1021.53,7156.34,1,15588.11,0,1,1.84,62.78,10.92
2,3G,231.98,1.401,21.57,822.54,0.3321,0.4492,392.24,0.1647,1.5987,1446.76,6811.53,1,22490.82,2,1,26.47,69.98,19.75
1,4G/LTE,79.72,0.9499,5.31,130.58,0.058,0.1617,577.03,1.4059,2.7943,787.33,3829.79,3,41545.79,3,1,10.16,7.79,69.09
2,4G/LTE,31.31,0.3675,7.56,521.3,0.296,0.3722,350.12,0.1394,1.6047,902.73,5642.01,1,3178.62,2,1,4.46,51.46,17.28
2,5G,51.48,0.2805,3.07,788.53,0.2877,0.3811,380.37,0.2626,1.6425,1220.38,3352.38,0,48781.92,2,1,3.84,61.49,21.56
2,Wi-Fi 6/7,28.97,0.2089,4.11,401.37,0.353,0.4282,200.18,0.1914,1.3192,630.52,6765.67,3,42110.43,2,1,2.38,54.26,6.43
2,Wi-Fi 6/7,30.08,0.2016,4.76,1092.65,0.2119,0.4567,300.6,0.1461,1.6828,1423.33,2767.17,0,48881.37,2,1,2.59,72.56,16.1
1,5G,38.71,0.2674,7.77,68.27,0.0731,0.1575,964.37,1.0288,2.82,1071.35,2711.4,0,12925.5,3,1,4.35,6.19,82.1
2,2G/EDGE,319.48,2.8271,36.3,1094.11,0.4521,0.3655,278.74,0.1634,1.1237,1692.33,7286.99,3,7566.55,2,1,44.38,82.93,6.92
3,4G/LTE,352.53,5.1179,59.92,48.6,0.1201,0.1796,391.45,0.2394,1.6248,792.58,3329.72,0,23576.82,1,0,66.11,9.97,21.43
1,5G,11.81,0.0832,6.4,115.07,0.1764,0.1211,883.59,1.3448,2.9877,1010.47,4307.57,0,28505.35,3,1,1.76,12.56,86.22
1,Wi-Fi 6/7,24.24,0.0733,1.06,95.98,0.1291,0.2439,913.49,0.8499,2.8298,1033.71,4464.11,2,15751.79,3,1,0.69,16.37,76.51
2,3G,142.19,1.7803,19.67,357.22,0.4538,0.3651,330.91,0.2263,1.2605,830.32,1445.9,1,47445.46,0,1,22.92,55.38,12.71
1,5G,26.97,0.4194,6.11,114.93,0.0794,0.1937,961.48,1.1703,2.8108,1103.38,4731.16,0,34526.03,3,1,4.1,10.63,84.35
1,5G,43.1,0.2707,4.04,78.73,0.1763,0.1439,825.37,0.9378,2.3646,947.2,653.66,0,9397.89,0,1,3.57,12.62,66.7
3,5G,147.59,2.1594,52.37,120.3,0.1867,0.2329,209.96,0.1933,1.017,477.85,5544.72,0,48125.1,1,0,34.85,20.43,2.42
1,4G/LTE,116.91,0.6543,11.31,61.78,0.1839,0.2336,707.22,0.7773,2.7641,885.91,4794.96,1,32648.85,3,1,12.29,18.09,63.92
1,4G/LTE,65.7,0.0577,8.32,76.9,0.1505,0.2877,631.79,1.0641,2.7298,774.39,509.14,2,44247.24,3,1,4.84,19.81,64.75
1,Wi-Fi 6/7,5.67,0.1976,2.67,84.91,0.1356,0.1871,899.86,1.3666,2.1,990.44,4806.0,1,24328.57,3,1,1.38,12.83,74.11
2,4G/LTE,41.37,0.1932,13.02,388.73,0.4951,0.3038,239.84,0.1947,1.1396,669.94,7901.81,1,2310.06,0,0,5.56,55.49,5.78
1,5G,28.71,0.3019,7.29,105.26,0.1908,0.2733,549.8,1.3923,2.0762,683.77,3965.16,2,8290.6,3,1,3.84,22.67,56.71
3,4G/LTE,302.0,4.2877,32.98,114.84,0.1027,0.1502,384.04,0.2843,1.2262,800.88,3128.64,0,19402.46,1,0,51.17,9.46,15.89
3,5G,763.43,2.2222,33.44,97.39,0.0697,0.2204,310.05,0.1798,1.5607,1170.87,6798.56,2,29039.4,1,1,66.05,10.99,15.34
2,4G/LTE,35.8,0.5761,8.18,360.65,0.3749,0.3874,394.52,0.119,1.6015,790.97,5669.17,3,44891.78,2,1,6.15,51.65,19.09
3,3G,262.05,3.2804,50.23,58.31,0.1264,0.1473,217.04,0.2433,1.4209,537.4,1460.34,2,38444.54,1,0,47.7,8.74,9.72
2,Wi-Fi 6/7,23.99,0.1753,1.23,901.61,0.2072,0.3889,300.12,0.2668,1.6007,1225.72,6982.84,1,39023.61,2,1,1.29,60.85,17.0
2,3G,181.86,1.8568,23.85,889.92,0.299,0.4802,355.93,0.2539,1.017,1427.71,5794.77,1,28944.29,0,1,26.9,72.23,10.8
2,Wi-Fi 6/7,25.91,0.2869,5.02,1026.14,0.2128,0.484,312.26,0.1205,1.1222,1364.31,4985.09,0,45221.34,2,1,2.93,71.83,7.81
2,4G/LTE,29.32,0.3146,4.65,425.05,0.2083,0.397,348.34,0.2926,1.6751,802.71,2137.7,0,12426.7,2,1,3.19,43.56,20.98
3,3G,470.32,2.6141,53.28,86.09,0.136,0.1288,284.51,0.1256,1.4026,840.92,7875.42,0,14857.04,1,0,56.83,9.26,10.72
3,5G,470.65,3.4764,35.7,76.3,0.1545,0.281,263.0,0.2122,1.1925,809.95,6386.64,0,27756.02,1,0,57.0,19.64,8.04
2,5G,22.78,0.2662,6.66,1156.51,0.3555,0.4535,289.37,0.192,1.2271,1468.66,591.25,1,15472.61,2,1,3.09,84.33,9.52
2,5G,47.76,0.0231,2.87,1023.09,0.3614,0.4448,331.09,0.2717,1.6499,1401.94,3219.77,0,38002.89,2,1,2.02,79.18,19.37
1,3G,235.22,1.3659,12.7,62.74,0.0876,0.2461,457.16,1.4266,2.7032,755.12,7560.54,0,33751.52,3,1,23.91,12.49,62.1
2,3G,108.42,0.3597,22.29,531.12,0.4231,0.4414,289.2,0.2308,1.4715,928.74,6147.11,0,41601.84,2,1,13.16,64.63,13.87
1,5G,43.72,0.3531,7.41,74.89,0.1342,0.2239,1127.83,0.819,2.7168,1246.44,6590.1,0,3952.65,3,1,5.06,14.67,83.59
2,Wi-Fi 6/7,32.97,0.3125,2.02,1144.27,0.389,0.3823,359.43,0.1306,1.6504,1536.67,1485.88,0,49180.69,2,1,2.64,81.65,18.27
3,3G,635.84,3.2425,57.56,120.49,0.0967,0.278,229.26,0.1099,1.4023,985.59,6734.71,0,7071.75,1,1,71.56,17.26,7.67
1,Wi-Fi 6/7,7.06,0.3815,1.36,86.08,0.1223,0.1537,740.98,0.7563,2.5587,834.12,7649.83,0,45072.93,3,1,2.29,9.9,62.15
3,4G/LTE,447.29,2.2831,57.41,85.08,0.1394,0.285,209.88,0.2041,1.7392,742.25,7106.85,0,41141.16,0,0,54.66,19.21,13.44
1,4G/LTE,36.09,0.5328,3.14,70.1,0.19,0.1621,772.05,1.347,2.0284,878.24,6133.13,2,4385.89,3,1,4.47,14.34,66.3
2,4G/LTE,103.57,0.6688,7.75,901.18,0.4374,0.3742,317.38,0.25,1.3481,1322.13,4782.01,0,43166.17,2,1,10.57,75.26,13.77
3,Wi-Fi 6/7,317.72,1.8633,29.65,121.95,0.1445,0.2554,299.97,0.1534,1.3745,739.64,7934.1,2,3166.57,0,0,36.59,19.09,11.57
3,4G/LTE,289.26,2.7641,36.66,49.3,0.0782,0.1241,266.38,0.1817,1.2713,604.94,6982.55,2,48133.99,1,0,42.33,3.73,8.85
3,4G/LTE,356.57,2.6974,52.11,47.72,0.0524,0.233,291.99,0.2421,1.7644,696.28,6060.97,1,22799.21,1,0,50.3,8.76,18.6
3,2G/EDGE,917.49,5.1698,56.31,104.13,0.1939,0.103,293.57,0.271,1.1463,1315.19,4652.93,1,36450.87,1,1,95.52,12.19,9.93
2,5G,40.85,0.3484,6.23,443.02,0.2557,0.3985,369.73,0.2446,1.6037,853.6,5693.36,0,27645.51,2,1,4.53,47.48,20.12
2,5G,15.09,0.2234,6.63,275.3,0.3302,0.3636,293.79,0.2046,1.7542,584.18,6902.56,2,44377.71,2,1,2.66,43.98,17.87
1,2G/EDGE,396.54,1.8259,29.87,76.1,0.1766,0.2433,546.53,0.904,2.0134,1019.17,5046.25,1,8842.61,0,1,41.07,18.75,46.88
3,Wi-Fi 6/7,584.88,3.5036,51.03,45.83,0.1909,0.2989,342.5,0.2674,1.3894,973.21,3943.07,2,22279.57,0,1,68.26,22.04,15.96
1,4G/LTE,91.06,0.1144,7.47,97.17,0.105,0.196,548.85,0.8116,2.4324,737.08,7151.72,2,17484.15,0,1,6.43,11.81,51.64
3,2G/EDGE,1177.68,4.5351,61.48,63.0,0.187,0.2886,352.81,0.125,1.7982,1593.49,7511.19,0,10984.36,0,1,94.2,21.78,20.06
