network_latency_ms,packet_loss_pct,network_jitter_ms,gateway_latency_ms,gateway_failure_rate_pct,gateway_timeout_rate_pct,bank_latency_ms,bank_failure_rate_pct,bank_timeout_rate_pct,error_code_category,is_timeout_flag,true_network_degradation,true_gateway_degradation,true_bank_degradation
54.0,0.1771,2.93,55.17,0.1895,0.1354,758.32,1.4116,2.7731,3,1,3.33,12.08,77.93
686.62,2.5555,32.6,101.21,0.1668,0.1737,371.24,0.1898,1.3858,1,1,63.29,14.69,15.95
527.98,1.5834,45.09,130.78,0.08,0.2011,262.91,0.2042,1.4928,0,1,51.69,11.72,12.4
231.46,1.2932,28.39,132.65,0.138,0.2458,225.6,0.1759,1.4456,1,0,27.74,18.45,9.32
175.04,0.8455,20.01,127.02,0.1677,0.2061,675.17,0.7685,2.811,3,1,19.34,17.74,62.86
11.18,0.0401,1.73,1016.03,0.2438,0.3555,226.4,0.1231,1.4542,2,1,0.24,65.49,8.55
36.71,0.0809,6.62,70.75,0.1657,0.2295,491.27,0.8936,1.9894,3,0,2.79,16.96,43.58
32.36,0.3362,1.47,127.6,0.1909,0.2236,962.73,0.7953,2.2896,3,1,2.74,20.4,69.9
307.92,2.0601,20.39,703.26,0.2659,0.341,265.67,0.267,1.7685,2,0,34.55,54.33,17.79
469.55,0.9884,51.18,83.61,0.179,0.1863,223.41,0.1212,1.0012,0,0,46.43,15.63,1.57
119.4,0.7469,9.21,120.47,0.1557,0.1488,765.18,0.8434,2.068,3,1,12.39,13.11,57.55
55.45,0.0585,12.79,51.16,0.1993,0.2546,729.93,0.9089,2.1028,3,1,5.52,20.03,57.48
119.35,0.0713,6.98,534.99,0.2214,0.355,267.3,0.196,1.3151,2,1,7.69,45.93,9.81
706.01,4.2802,54.13,50.99,0.0861,0.1665,332.07,0.1603,1.019,1,1,80.93,6.98,7.97
23.83,0.3616,1.99,85.75,0.0775,0.1673,872.65,1.0968,1.9104,3,0,2.39,7.76,65.09
732.43,2.3706,27.83,90.0,0.1765,0.1275,369.77,0.2426,1.4472,1,1,63.51,12.03,17.74
51.92,0.1177,1.45,113.88,0.0817,0.1787,759.94,1.3435,2.0485,3,1,2.58,9.8,65.93
103.6,0.9086,9.47,43.16,0.189,0.2404,740.46,1.0723,2.8642,0,1,12.5,18.16,72.35
543.88,3.1967,47.59,50.23,0.1817,0.2846,293.48,0.185,1.1764,0,1,63.02,20.7,8.84
96.98,0.2215,5.92,65.57,0.1927,0.246,774.49,1.3418,2.6052,0,1,6.98,19.6,74.98
36.23,0.1589,2.19,47.11,0.0748,0.2985,665.68,1.0403,2.9526,0,1,1.96,14.33,69.36
797.78,4.2235,56.21,103.35,0.1229,0.1271,244.88,0.1251,1.6249,1,1,86.58,8.93,12.07
336.09,3.7216,45.9,114.42,0.1305,0.2735,369.71,0.1852,1.6451,1,0,53.47,19.0,19.68
414.37,3.5787,61.68,68.67,0.164,0.2053,266.66,0.1449,1.2086,0,0,61.72,15.26,7.26
43.45,0.1495,4.08,958.18,0.4247,0.4615,367.58,0.1705,1.6254,2,1,2.87,82.01,19.02
41.79,0.0714,5.85,132.92,0.1154,0.2363,604.57,1.3942,2.3718,3,1,2.81,16.36,63.92
874.68,3.0846,23.11,106.99,0.1769,0.2742,892.4,1.1765,2.3759,0,1,74.54,21.86,74.48
781.43,4.7706,58.32,64.17,0.1962,0.2437,339.02,0.2838,1.275,1,1,89.51,19.63,14.36
27.24,0.711,14.55,1182.1,0.3191,0.4782,240.87,0.1916,1.2015,0,1,8.28,84.41,6.7
185.03,1.3231,17.89,80.15,0.1007,0.1254,805.03,0.8671,1.8703,3,0,22.19,6.47,57.0
696.0,1.5912,26.61,77.82,0.1915,0.1272,302.55,0.1451,1.1229,1,1,56.34,12.55,7.78
688.37,2.1699,70.46,94.56,0.1582,0.2158,375.08,0.2174,1.0765,1,1,71.9,16.5,12.0
52.61,0.4781,5.23,949.8,0.3791,0.4686,314.1,0.1455,1.1597,2,1,5.71,79.1,8.91
20.22,0.0144,5.93,89.05,0.1679,0.2625,782.48,0.8762,1.9412,3,0,1.22,19.86,57.1
752.66,2.6838,64.51,65.46,0.1407,0.1396,276.62,0.1171,1.5383,1,1,77.06,9.48,12.21
384.39,1.9049,62.53,125.87,0.1607,0.2835,383.13,0.1397,1.273,0,0,50.16,22.07,13.96
440.49,2.9627,70.83,113.52,0.1043,0.2123,382.52,0.1784,1.4936,0,0,62.18,13.4,17.93
372.99,3.695,26.02,95.47,0.1401,0.2167,236.8,0.1299,1.4848,1,0,49.8,15.38,9.65
200.09,2.7845,50.9,112.77,0.1355,0.2927,251.91,0.2669,1.5724,0,0,41.27,20.47,14.16
288.26,2.1056,30.41,52.51,0.1897,0.233,200.12,0.2625,1.4246,0,0,36.53,18.09,9.28
18.38,0.3655,1.48,135.51,0.079,0.2765,916.82,1.2819,2.2449,0,1,2.19,16.55,75.62
82.44,0.8343,14.24,120.31,0.114,0.227,669.31,0.8358,1.8002,3,0,12.18,15.22,48.61
15.22,0.227,3.87,636.64,0.3173,0.3889,213.98,0.2667,1.2826,2,1,1.9,58.25,7.91
87.07,0.2143,12.36,132.3,0.1945,0.1019,648.21,1.0322,2.6401,3,1,8.19,13.21,63.66
187.71,2.4956,48.37,97.62,0.1548,0.2348,222.78,0.2659,1.5856,1,0,38.09,17.57,12.89
1184.67,3.5907,77.33,77.59,0.1076,0.218,318.71,0.1211,1.5071,0,1,91.54,12.62,13.92
35.34,0.2967,1.49,70.25,0.06,0.196,1010.43,0.9298,2.8275,3,1,2.68,7.8,82.75
78.56,0.7505,5.2,812.03,0.4548,0.447,300.94,0.1965,1.6382,2,1,8.86,77.63,16.34
247.56,2.1664,42.94,127.3,0.0958,0.2439,284.65,0.1764,1.1682,1,0,38.08,15.32,8.12
668.38,6.4823,85.7,50.93,0.1137,0.2284,350.72,0.2901,1.1601,1,1,88.14,12.68,13.33
25.16,0.1009,5.73,47.88,0.1136,0.1172,771.7,1.2386,2.3846,0,1,1.97,5.61,69.69
671.61,2.5721,23.54,54.12,0.1848,0.1141,307.82,0.1035,1.5744,0,1,59.92,10.4,14.07
215.43,2.383,54.44,126.1,0.0919,0.2443,286.74,0.1173,1.0707,0,0,40.78,15.04,5.71
175.47,1.8653,21.28,906.39,0.4649,0.3623,298.89,0.1515,1.6187,2,1,25.85,76.54,15.14
631.34,2.9633,34.92,92.24,0.1987,0.1806,305.0,0.2606,1.0226,1,1,63.15,16.91,8.46
328.56,1.3133,51.07,59.15,0.0857,0.11,384.91,0.1792,1.6433,1,0,40.05,3.72,20.31
49.89,0.1321,7.51,560.56,0.3255,0.4542,263.23,0.2433,1.3336,2,1,4.13,60.03,10.72
198.25,3.2899,29.11,103.64,0.1556,0.1256,210.39,0.2949,1.6285,1,0,37.97,11.03,13.43
492.04,3.9626,27.37,81.06,0.1113,0.2621,223.79,0.1303,1.3064,1,0,58.79,15.76,6.33
53.63,0.0611,4.73,808.3,0.3182,0.4383,278.37,0.1217,1.0033,2,1,3.12,67.84,4.36
394.04,4.1746,54.5,68.4,0.1798,0.1055,329.13,0.2064,1.5414,1,0,62.05,10.06,16.48
11.8,0.0313,2.57,44.44,0.0675,0.2983,1067.39,0.8124,2.5143,0,1,0.35,13.73,78.81
690.19,4.8442,41.62,137.13,0.1267,0.2661,208.4,0.1283,1.5225,1,1,79.81,19.14,8.76
367.95,1.6384,60.08,58.47,0.1578,0.2579,371.69,0.1638,1.7086,1,0,46.89,17.75,20.35
209.63,1.365,17.15,106.22,0.0674,0.211,947.44,1.478,1.8451,3,0,23.67,10.58,74.66
572.66,1.8627,21.86,62.24,0.0999,0.1706,1044.87,1.1596,2.9773,3,1,49.36,8.57,90.82
491.96,1.1025,40.86,69.88,0.1517,0.2223,290.7,0.2865,1.4362,0,0,45.48,15.54,14.41
237.66,3.2718,27.71,127.57,0.115,0.1973,256.55,0.2946,1.2587,1,0,39.78,13.7,10.18
152.16,3.5449,66.28,88.69,0.1531,0.2055,247.52,0.1681,1.7685,1,0,47.41,15.29,15.12
20.27,0.3681,4.61,698.56,0.3915,0.3281,385.83,0.1013,1.2215,2,0,2.97,61.72,12.64
21.5,0.2813,1.83,611.25,0.3319,0.3459,381.12,0.2203,1.2777,2,0,1.78,55.58,15.37
748.18,4.5264,61.77,97.82,0.0533,0.2391,372.42,0.1527,1.5955,0,1,87.07,11.08,18.49
43.44,0.4027,6.05,109.98,0.1938,0.2193,968.03,1.2863,2.081,3,1,4.95,19.67,75.8
231.94,0.8854,19.52,929.65,0.4377,0.4562,339.39,0.1043,1.4037,2,1,22.79,81.47,13.1
227.79,2.9812,42.82,139.94,0.1759,0.1817,355.9,0.1372,1.3763,1,0,41.77,17.25,14.1
40.07,0.1295,1.9,400.61,0.2741,0.4172,206.29,0.2336,1.1158,2,1,1.96,48.29,4.44
302.0,4.2877,32.98,114.84,0.1027,0.1502,384.04,0.2843,1.2262,1,0,51.17,9.46,15.89
482.33,3.9883,33.4,1094.21,0.3476,0.4096,313.54,0.2902,1.2711,2,1,60.1,78.72,13.14
627.16,4.6472,35.72,45.23,0.1356,0.1317,233.01,0.2344,1.3376,0,1,73.23,7.88,9.11
30.5,0.1707,7.86,1191.68,0.4593,0.4271,387.98,0.2982,1.4562,2,1,3.32,90.92,19.78
992.74,3.5517,54.6,114.22,0.0962,0.1423,391.62,0.2713,1.3835,0,1,86.34,8.51,18.39
69.0,0.2969,6.75,101.39,0.0597,0.1024,497.15,1.3191,2.3362,3,1,6.02,3.1,56.67
68.71,0.8548,6.3,1243.06,0.2245,0.3596,201.51,0.1836,1.5297,2,1,9.22,72.86,9.51
21.51,0.38,5.31,665.64,0.3282,0.4438,243.09,0.2548,1.2339,2,1,3.31,63.5,8.43
12.42,0.4868,7.17,1059.29,0.4931,0.3434,213.33,0.1662,1.3911,0,0,4.4,82.98,7.72
306.58,3.5912,60.18,75.47,0.1753,0.2289,303.15,0.1327,1.7645,0,0,55.03,17.74,17.21
1058.22,7.2293,75.54,129.16,0.1585,0.2959,394.01,0.1817,1.5772,0,1,100.0,22.82,19.82
517.45,1.601,22.96,79.99,0.1319,0.2255,385.0,0.2513,1.4213,0,1,44.86,14.8,18.27
23.21,0.1786,3.03,85.55,0.1006,0.2096,741.3,1.123,2.8082,0,1,1.55,11.93,72.46
44.93,0.5029,6.4,1080.0,0.3773,0.3791,253.29,0.1079,1.7923,2,1,5.74,78.26,14.69
31.62,0.2619,3.16,97.3,0.0988,0.1079,861.47,1.4726,2.2742,3,1,2.59,5.9,76.7
23.39,0.3402,1.79,42.16,0.1677,0.115,1071.73,0.8966,2.6086,0,1,2.24,8.87,81.94
376.86,1.4807,35.61,276.29,0.3399,0.3139,255.79,0.2401,1.2996,0,0,39.48,41.56,9.79
40.35,0.8417,5.45,64.83,0.0788,0.1316,974.14,1.4635,2.0767,0,1,7.23,4.83,79.21
43.84,0.1926,4.13,105.99,0.0785,0.1225,694.58,0.7687,2.359,0,1,3.17,5.78,57.06
581.28,3.2458,19.59,61.71,0.0542,0.1274,215.51,0.2525,1.2849,1,1,57.52,2.81,7.77
269.05,3.7708,27.84,85.27,0.1546,0.2322,246.72,0.1222,1.2844,1,0,44.66,16.93,7.0
37.26,0.2896,13.53,83.6,0.0911,0.2179,675.26,0.89,2.615,3,1,6.05,11.74,62.1
7.71,0.2983,1.62,964.21,0.2944,0.3316,347.81,0.2397,1.456,2,0,1.79,65.43,16.73
137.74,1.4427,18.52,489.44,0.3582,0.3775,395.95,0.1973,1.7809,2,1,20.3,54.74,23.25
42.96,0.2847,9.69,772.48,0.3886,0.4935,279.86,0.1431,1.799,0,1,5.26,74.64,16.75
6.35,0.0208,3.27,88.86,0.1656,0.2367,978.68,1.0409,2.3417,0,1,0.49,18.08,75.86
904.36,5.1585,63.08,127.73,0.062,0.1343,268.57,0.1418,1.429,0,1,97.45,6.23,10.61
584.43,2.3704,52.54,134.02,0.0524,0.2924,274.44,0.12,1.4535,0,1,61.86,15.71,10.88
494.08,0.972,54.84,78.49,0.066,0.1018,383.59,0.1919,1.6969,1,0,48.82,2.62,21.27
891.44,1.69,20.38,939.02,0.4497,0.4039,341.01,0.2928,1.3616,2,1,65.39,79.35,15.92
491.08,3.1105,51.14,106.41,0.1443,0.2014,270.39,0.1753,1.2627,1,0,60.41,15.11,8.8
199.45,0.855,18.04,767.5,0.3152,0.4127,388.21,0.1968,1.1219,2,1,20.27,64.5,12.97
46.32,0.845,6.62,251.35,0.3069,0.4406,310.47,0.1284,1.6562,2,1,7.94,46.34,15.87
575.07,1.251,23.79,120.56,0.1669,0.2583,241.57,0.243,1.3178,1,1,46.38,20.71,9.4
98.28,0.4975,13.5,104.48,0.1649,0.2609,975.54,1.1404,2.4798,0,1,10.88,20.13,79.55
48.21,0.6623,11.5,845.49,0.238,0.3105,375.92,0.2701,1.3473,0,0,8.35,55.9,17.04
258.05,3.9659,57.49,106.65,0.117,0.105,329.63,0.2514,1.2991,1,0,53.65,7.28,13.67
14.06,0.2922,1.93,377.65,0.3618,0.3545,236.92,0.2808,1.4412,2,1,1.75,49.35,11.69
51.15,0.3866,5.47,56.09,0.1879,0.1734,620.92,1.4079,2.7541,3,1,5.14,14.38,70.71
70.07,0.3265,7.65,96.78,0.1921,0.22,764.87,0.9915,2.178,3,1,6.52,19.1,61.83
14.65,0.4604,6.6,63.03,0.1229,0.1917,611.35,1.0323,2.3136,3,1,4.08,11.45,56.92
60.97,0.5957,14.05,131.71,0.0845,0.1604,745.01,1.0598,2.7632,3,1,9.43,9.51,70.84
513.07,2.8773,34.93,1094.76,0.4898,0.4607,233.37,0.2868,1.5183,2,1,55.68,91.42,12.78
42.24,0.9422,8.29,756.05,0.4946,0.3169,286.88,0.2026,1.5289,0,0,8.76,70.05,14.11
41.37,0.257,5.36,120.37,0.078,0.2785,1059.73,0.9544,1.9321,3,0,3.76,16.04,72.23
10.93,0.0888,5.67,571.19,0.217,0.3673,275.35,0.1255,1.0965,2,1,1.58,47.76,5.67
5.98,0.116,1.49,97.04,0.1635,0.1221,970.06,1.4771,1.9004,3,0,0.7,11.09,76.6
401.25,4.0416,41.35,128.27,0.0889,0.206,273.11,0.2371,1.4295,1,0,57.92,12.53,12.55
319.48,2.8271,36.3,1094.11,0.4521,0.3655,278.74,0.1634,1.1237,2,1,44.38,82.93,6.92
603.18,3.3771,48.03,82.0,0.1216,0.268,301.24,0.2186,1.674,1,1,67.72,16.85,17.29
42.04,0.3563,2.04,292.18,0.4044,0.3424,252.93,0.1157,1.387,0,0,3.45,48.23,8.73
10.11,0.3513,2.17,864.39,0.4206,0.3992,394.9,0.1487,1.789,2,1,2.16,74.32,22.45
421.71,2.9504,38.81,82.27,0.1746,0.2625,381.93,0.2811,1.6474,1,0,51.85,20.05,22.04
599.27,1.9998,57.42,107.55,0.1361,0.2753,376.88,0.2376,1.1724,0,1,61.91,19.23,13.89
44.65,0.367,1.0,135.39,0.1721,0.2808,895.66,1.3698,1.9119,3,0,3.65,23.02,71.14
720.94,1.0295,25.23,72.94,0.154,0.2532,695.95,1.0571,2.6724,3,1,54.05,17.74,66.97
17.69,0.461,5.02,132.0,0.057,0.1685,787.62,0.7293,2.3234,0,1,3.63,8.2,60.47
488.26,3.9518,37.49,79.52,0.1814,0.1066,644.75,0.8587,2.8342,3,1,61.4,10.65,63.3
45.31,0.1966,1.96,352.38,0.3138,0.411,221.56,0.1078,1.4339,0,1,2.67,48.74,7.73
20.23,0.4244,4.92,965.38,0.3843,0.3734,284.52,0.2294,1.1383,2,1,3.39,74.08,8.61
406.55,3.0199,50.39,56.35,0.1203,0.2015,337.35,0.219,1.2617,1,0,54.68,11.64,12.92
25.85,0.2992,6.64,57.21,0.1134,0.2481,704.66,0.7259,1.835,3,0,3.47,14.13,48.93
32.67,0.105,7.01,107.69,0.1757,0.2718,877.73,0.8283,2.6084,0,1,2.81,21.66,71.02
176.39,0.9211,18.82,59.59,0.1871,0.2032,740.53,0.9945,2.909,3,1,19.53,16.32,71.63
35.58,0.3982,2.41,1254.1,0.2174,0.4851,240.62,0.141,1.0334,2,1,3.42,80.23,3.26
602.81,3.7701,30.22,101.67,0.0973,0.216,258.65,0.1122,1.1198,1,1,64.97,12.72,4.95
53.14,0.981,6.84,114.42,0.1298,0.2217,882.61,1.4502,1.8091,3,0,9.22,15.72,70.38
28.4,0.1795,3.6,138.76,0.056,0.2734,902.76,1.0893,2.8481,3,1,2.03,14.94,80.53
54.89,0.8195,6.06,783.42,0.3766,0.3657,250.96,0.2608,1.4084,2,1,8.13,66.26,11.55
448.03,1.6409,18.16,525.15,0.2199,0.4991,295.28,0.2957,1.4301,2,1,39.64,54.46,14.71
503.37,2.7082,44.74,61.32,0.0724,0.1136,280.7,0.201,1.3687,1,1,56.89,3.14,11.37
53.75,0.0883,1.04,662.74,0.3124,0.3165,355.14,0.1936,1.66,2,0,2.52,54.38,19.33
1520.88,3.0435,57.88,84.7,0.1608,0.2362,355.16,0.1237,1.3412,1,1,84.23,17.58,13.3
103.28,0.547,10.42,81.28,0.0724,0.2996,864.19,1.1967,2.0795,3,1,10.59,15.52,68.99
232.98,1.6386,15.6,72.32,0.052,0.2594,629.69,1.099,2.643,3,1,26.25,11.31,63.97
262.67,4.5988,50.08,139.41,0.1254,0.1838,215.23,0.1248,1.0904,1,0,55.6,13.99,2.56
112.46,0.1034,8.83,131.28,0.1416,0.2093,861.41,1.1474,2.4177,0,1,8.01,16.36,73.04
699.92,5.7218,56.2,104.52,0.0771,0.1527,358.89,0.25,1.1908,1,1,85.48,7.52,13.49
237.27,0.6933,13.12,783.12,0.3988,0.421,393.37,0.1694,1.5465,2,1,20.12,71.18,19.11
64.0,0.4738,12.29,76.74,0.0744,0.1503,749.32,1.2669,2.2995,3,1,8.37,6.15,67.8
73.2,0.4934,8.13,838.89,0.3122,0.3877,230.51,0.2158,1.1122,2,1,7.84,65.42,5.28
207.53,1.5076,19.48,79.38,0.0706,0.1999,656.47,0.7744,2.9327,3,1,25.07,9.09,63.86
973.4,8.1043,44.49,61.77,0.1302,0.1969,331.56,0.2373,1.0445,1,1,92.14,12.22,9.7
60.4,0.5127,3.0,128.87,0.0512,0.2547,618.74,1.1859,2.4447,0,1,5.74,13.08,62.0
55.36,0.5486,10.2,96.67,0.1481,0.1615,909.65,0.9056,2.2885,3,1,7.71,12.51,69.2
74.01,0.3076,11.36,415.06,0.2511,0.3049,224.36,0.1465,1.1778,2,0,7.7,40.28,4.72
191.98,0.7012,8.29,570.83,0.4609,0.4516,200.93,0.2462,1.0582,2,1,16.12,69.27,3.53
517.43,4.2753,39.66,89.09,0.0658,0.1944,299.88,0.2823,1.759,1,1,65.67,8.79,19.63
492.03,2.1947,17.36,94.91,0.1375,0.2502,643.73,0.7708,2.7331,3,1,45.32,17.28,60.16
55.19,0.1396,8.14,138.33,0.0993,0.2753,1112.08,1.2277,2.8279,0,1,4.66,17.93,92.56
228.29,0.987,11.0,550.47,0.4433,0.458,337.84,0.177,1.505,2,1,20.75,67.74,15.84
56.43,0.2797,2.07,902.23,0.3919,0.3466,349.63,0.2615,1.0301,2,0,3.84,70.54,10.82
669.72,3.4073,63.91,61.51,0.0562,0.1159,240.71,0.1106,1.2119,1,1,76.35,2.21,5.4
64.74,0.97,7.9,241.58,0.2106,0.4209,215.4,0.1272,1.1955,2,1,10.14,38.32,4.19
47.22,0.1666,11.06,124.17,0.0776,0.2758,785.94,1.116,1.8338,3,0,5.19,15.98,59.95
43.63,0.4258,1.25,428.76,0.2628,0.3156,248.05,0.1999,1.311,0,0,3.94,42.24,8.85
442.86,1.4879,48.56,133.55,0.1291,0.1731,339.79,0.2381,1.6529,1,0,47.1,13.35,19.25
9.25,0.3533,2.52,285.39,0.4111,0.4691,317.67,0.2951,1.3341,2,1,2.27,56.34,14.38
564.65,1.8232,36.27,61.84,0.0523,0.2047,237.55,0.1686,1.181,1,1,52.77,7.52,5.82
620.76,2.3598,21.74,63.8,0.1994,0.2071,220.05,0.1701,1.0331,0,1,55.14,17.55,2.75
88.3,0.4963,9.33,408.57,0.4323,0.3776,218.3,0.1071,1.3312,2,1,9.09,56.66,6.01
21.22,0.0192,6.79,611.38,0.3452,0.3742,230.32,0.2409,1.1564,2,1,1.56,58.24,6.38
521.99,3.311,41.73,79.95,0.18,0.2722,341.96,0.1665,1.5775,1,1,60.75,20.93,16.95
637.03,3.5767,29.06,998.14,0.3931,0.4183,357.62,0.2415,1.4013,0,1,65.49,78.7,16.43
65.93,0.294,6.29,1060.72,0.3706,0.4626,394.83,0.1567,1.2914,2,1,5.69,82.31,15.12
281.18,3.6871,45.31,74.45,0.1242,0.1239,285.92,0.2798,1.1223,1,0,49.86,7.73,9.34
39.48,0.2207,5.64,99.27,0.1775,0.2682,825.2,1.0747,2.3887,3,1,3.51,21.24,69.5
498.35,3.0757,29.07,129.71,0.0762,0.2444,260.58,0.194,1.0057,1,0,54.33,14.14,4.79
1464.71,4.0853,54.16,131.16,0.1656,0.1928,318.9,0.1657,1.1166,0,1,89.41,16.93,8.87
83.1,0.7901,7.71,56.18,0.1151,0.2544,581.93,1.4364,1.8528,3,0,10.08,14.6,55.75
93.51,0.224,7.06,114.49,0.149,0.1541,758.98,0.7601,1.9378,3,0,7.11,12.77,53.8
645.97,3.7389,31.37,99.65,0.1781,0.1875,212.14,0.1766,1.2204,1,1,67.65,16.25,5.28
36.07,0.1678,1.94,662.3,0.3122,0.4537,385.08,0.2829,1.4413,0,1,1.95,62.92,19.14
84.51,0.543,5.91,116.73,0.0697,0.1456,852.27,1.4816,2.7976,0,1,8.17,7.04,84.25
217.76,1.1873,17.79,83.59,0.1201,0.2558,913.65,0.852,2.1525,0,1,23.27,16.05,66.4
258.42,0.5672,11.58,76.6,0.1821,0.1264,596.46,1.155,2.342,3,1,20.17,11.83,58.79
53.06,0.1613,5.9,126.17,0.0804,0.1713,788.95,0.7532,2.1251,3,1,4.03,9.71,57.99
40.73,0.1852,13.57,733.3,0.2134,0.3747,235.81,0.2383,1.2368,2,1,5.64,54.06,7.81
553.66,3.3643,33.06,123.81,0.1782,0.2629,351.44,0.2647,1.0931,1,1,60.45,21.87,11.91
19.47,0.0466,4.23,671.51,0.4043,0.3777,275.43,0.1376,1.0708,2,1,0.92,64.66,5.5
23.19,0.1375,4.34,120.78,0.1643,0.2596,626.88,1.1356,1.8069,3,0,1.68,20.62,51.94
71.46,0.6187,8.19,115.85,0.1377,0.233,737.08,1.1987,2.66,0,1,8.51,17.0,71.37
35.79,0.9232,5.87,354.25,0.3349,0.352,342.72,0.2089,1.2721,2,1,7.57,46.53,13.16
850.93,2.1653,21.02,731.31,0.4777,0.3483,281.48,0.1103,1.3634,0,0,67.3,69.96,9.71
547.18,1.8131,21.75,86.99,0.1233,0.2885,217.61,0.1492,1.6538,0,1,47.53,18.43,11.57
162.5,1.1181,9.46,762.87,0.2651,0.4467,286.87,0.1107,1.223,2,1,17.22,63.12,7.88
12.16,0.352,4.19,95.2,0.1006,0.1491,809.43,1.4862,2.8205,3,1,2.74,8.51,82.53
999.18,5.0267,46.36,136.27,0.1286,0.2828,337.17,0.1422,1.5038,1,1,92.67,20.28,15.17
23.96,0.0818,13.27,1024.02,0.4175,0.3292,254.09,0.1952,1.7081,2,0,3.94,75.73,15.03
24.56,0.4197,4.39,924.12,0.4248,0.4554,233.83,0.16,1.0834,0,1,3.47,80.35,4.01
724.32,5.7776,81.54,135.31,0.1725,0.1944,203.65,0.2156,1.0746,0,1,91.43,17.64,3.37
680.65,2.7307,16.0,822.66,0.4775,0.3895,226.79,0.1843,1.2233,2,1,59.25,75.94,6.19
193.66,0.6826,14.98,127.68,0.1291,0.1668,834.15,1.0745,2.061,3,1,18.02,12.74,65.02
35.64,0.2754,13.08,109.61,0.1184,0.1059,779.09,1.0484,2.1764,3,1,5.74,7.54,63.54
664.83,4.7981,64.43,113.51,0.0704,0.1705,318.86,0.1592,1.5232,0,1,84.56,8.52,14.85
70.64,0.6353,3.77,43.25,0.113,0.1378,756.55,0.7366,2.0189,3,1,7.3,6.68,54.48
790.15,2.2706,35.0,76.13,0.0755,0.1984,308.7,0.1315,1.1791,0,1,68.36,9.2,8.68
13.8,0.1856,2.63,71.59,0.1369,0.173,656.92,0.7763,2.8702,0,1,1.29,11.54,62.98
29.26,0.3523,6.39,894.35,0.2802,0.4326,388.67,0.2637,1.0981,2,1,3.91,68.17,13.83
30.96,0.4549,3.54,68.72,0.1251,0.1912,911.82,1.3824,2.9674,3,1,3.81,11.78,88.0
15.05,0.071,1.31,133.93,0.0962,0.2835,1005.84,1.4389,2.3954,3,1,0.43,18.07,85.13
23.05,0.1986,5.04,453.65,0.4603,0.3609,357.85,0.2131,1.7004,0,1,2.24,59.17,20.42
22.7,0.397,3.54,130.08,0.193,0.2471,517.72,1.3417,2.471,3,1,2.98,22.11,60.12
40.63,0.3465,3.43,1044.78,0.4589,0.4432,234.97,0.2613,1.4914,2,1,3.7,86.39,12.0
34.91,0.4397,4.8,63.83,0.1777,0.2114,673.27,1.3755,2.344,3,1,4.32,16.37,66.6
44.09,0.1101,4.72,1229.83,0.2836,0.4768,375.35,0.1499,1.4792,2,1,2.85,83.74,16.85
518.52,3.071,39.35,132.74,0.0908,0.2415,235.44,0.1132,1.3396,1,1,58.42,15.04,7.1
202.64,1.328,46.42,114.86,0.1838,0.1621,290.71,0.1278,1.0991,0,0,31.4,15.61,6.52
205.86,1.4502,14.81,757.42,0.2108,0.3392,313.02,0.1652,1.3915,2,0,23.29,52.57,12.69
482.37,3.139,20.13,55.46,0.0675,0.2878,338.29,0.1574,1.0778,1,0,51.21,13.48,9.11
421.62,2.1941,40.0,109.82,0.1471,0.268,253.48,0.2129,1.7253,0,0,47.65,19.59,15.57
43.28,0.4079,7.63,1090.37,0.386,0.3168,299.85,0.2789,1.3297,2,0,5.43,75.34,13.13
76.13,0.4385,14.69,1192.06,0.236,0.3347,377.04,0.2454,1.7,2,0,9.56,70.27,21.95
389.93,2.6309,32.4,311.63,0.2502,0.4818,398.56,0.2995,1.6404,0,1,46.23,47.4,23.1
321.73,2.9979,23.17,89.33,0.1099,0.1281,377.69,0.2242,1.5388,1,0,41.78,7.6,19.18
16.66,0.1271,2.97,81.11,0.0851,0.1039,845.22,0.9708,1.8085,3,0,1.04,4.13,59.94
86.38,0.2216,6.46,760.67,0.2518,0.3866,300.6,0.1923,1.335,2,1,6.51,58.39,11.7
47.05,0.1263,2.1,875.15,0.3953,0.4901,333.52,0.1862,1.2243,2,1,2.38,78.72,11.58
215.63,3.147,41.12,99.25,0.1274,0.229,384.46,0.166,1.5084,1,0,41.57,15.44,18.03
825.53,2.5729,25.21,70.97,0.0946,0.1612,1002.45,1.339,2.1085,3,1,69.45,7.96,78.88
659.13,4.2127,49.39,89.62,0.1081,0.1601,206.71,0.2462,1.0567,1,1,76.41,9.49,3.8
32.79,0.1901,2.25,655.89,0.4223,0.3907,215.97,0.2033,1.6926,2,1,1.96,66.08,13.03
285.18,0.7839,19.16,100.68,0.1455,0.2758,831.29,0.7608,2.297,3,1,25.21,19.63,62.82
70.34,0.8793,12.14,1168.42,0.284,0.4177,397.71,0.1315,1.5273,2,1,11.13,77.77,18.36
50.7,0.3526,4.0,394.15,0.4266,0.4586,255.32,0.1656,1.4395,2,1,4.49,60.8,10.53
470.32,2.6141,53.28,86.09,0.136,0.1288,284.51,0.1256,1.4026,1,0,56.83,9.26,10.72
338.57,3.5672,28.06,699.28,0.4741,0.4573,300.79,0.1957,1.6489,2,1,47.59,75.33,16.48
203.61,1.67,35.91,58.73,0.0632,0.253,338.45,0.2742,1.1776,1,0,30.51,11.14,12.7
41.51,0.0656,1.41,898.69,0.2617,0.3934,333.49,0.2932,1.0113,2,1,1.66,64.65,10.29
